map_cols=32
map_rows=24
tile_width=32
tile_height=32
tile_path=map\tiles.png
tile_grid_id=1
barrier_layer_name=obstacle
 <layer name=background>
183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,
183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,
183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,
183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,
183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,
183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,
183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,
183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,
183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,
183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,
183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,
183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,
183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,
183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,
183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,
183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,
183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,
183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,
183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,
183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,
183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,
183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,
183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,
183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184,185,183,184
 </layer>
 <layer name=obstacle>
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,317,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,316,0,0,0,0,0,0,358,0,0,0,0,0,0,0,
0,343,1,2,3,3,5,6,0,0,0,115,116,117,0,0,0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,343,27,28,29,29,31,32,0,0,0,141,142,143,0,0,0,342,0,0,0,114,0,0,0,0,0,0,0,0,0,0,
0,343,53,54,55,56,57,58,0,0,0,167,168,169,0,0,0,342,0,0,0,0,0,0,0,0,0,323,0,0,0,0,
0,343,79,80,81,82,83,84,0,0,0,193,194,195,0,0,0,342,0,0,0,0,0,0,0,0,0,349,0,0,0,0,
0,343,105,106,107,108,109,110,98,0,0,0,0,0,0,0,0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,343,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,342,0,0,0,0,0,293,0,0,0,0,0,0,0,0,
0,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,0,0,0,0,0,319,0,0,0,0,0,0,0,0,
0,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,0,0,0,0,0,0,0,0,0,0,0,0,358,0,
0,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,264,0,0,60,61,0,0,0,0,0,0,0,0,0,0,0,291,340,340,340,340,340,340,340,340,340,289,0,0,0,0,
0,264,0,0,86,87,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,
0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,358,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,
0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,264,0,0,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,
0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,
0,291,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,292,0,0,0,
0,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 </layer>
